config_id,parity_name,train_avg_U,train_min_U,train_max_U,train_FS_pass,train_edge,test_avg_U,test_min_U,test_max_U,test_FS_pass,test_edge,test_winner_fail_sum,test_winner_fail_parity,test_winner_fail_uniques,test_winner_fail_consecutive,test_winner_fail_mirror_prev,test_draws,train_draws
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":37,""sum_min"":8}",allow_all,79342.91898631112,79262,80028,0.791613658337998,-0.0018155315251132675,79342.40118054142,79262,80028,0.7899450437614493,-0.0034789680439649695,79,0,958,18,42,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":3,""sum_max"":35,""sum_min"":10}",balanced_only,59133.60953641036,59058,59484,0.5926415958475396,0.0013055004834360284,59134.069814777125,59058,59482,0.5878282108691227,-0.0035124872786485017,207,1848,60,18,42,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":3,""sum_max"":37,""sum_min"":8}",balanced_only,60987.38898783777,60987,60988,0.6110121622309297,0.0011382723525520388,60987.393649501326,60987,60988,0.6063504986769794,-0.003523437818033881,79,1848,60,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":35,""sum_min"":10}",allow_all,95753.04269502824,95753,95754,0.9572540837616407,-0.0002763431886417811,95753.04579686545,95753,95754,0.9539995929167515,-0.0035308650519030316,207,0,1,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":3,""sum_max"":35,""sum_min"":10}",moderate,89222.943259885,89218,89264,0.8908452496056181,-0.0013841829932319527,89222.98921229392,89218,89264,0.8886627315285976,-0.0035671605943415896,207,315,60,18,2,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":3,""sum_max"":29,""sum_min"":16}",balanced_only,44484.23077705969,44352,44824,0.4455752887893746,0.0007329810187776675,44485.325055973946,44353,44824,0.44127824140036637,-0.003575009159373088,1407,1848,60,18,42,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":32,""sum_min"":13}",balanced_only,48231.618543585566,48125,48648,0.48460638135463846,0.0022901959187828225,48232.23631182577,48125,48648,0.4787299002646041,-0.0035924628536536107,605,1848,958,18,42,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":3,""sum_max"":37,""sum_min"":8}",balanced_only,60466.067681034045,60402,60794,0.6062795786473971,0.0016189018370567076,60466.435375534296,60402,60792,0.6010584164461632,-0.0036059373091797964,79,1848,60,18,42,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":3,""sum_max"":30,""sum_min"":15}",balanced_only,48093.049819347616,47965,48464,0.4813495496412396,0.00041905144776344105,48094.13474455526,47966,48464,0.47730510889476896,-0.0036362385507836548,1091,1848,60,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":3,""sum_max"":35,""sum_min"":10}",moderate,88500.01445219074,88434,88854,0.8845860261564297,-0.000414118365477667,88500.41827803786,88434,88854,0.8813352330551598,-0.0036689497252188064,207,315,60,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":3,""sum_max"":35,""sum_min"":10}",moderate,89263.10864587044,89263,89264,0.8913032415653147,-0.0013278448933896625,89263.11093018523,89263,89264,0.8888662731528597,-0.0037648361489925897,207,315,60,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":35,""sum_min"":10}",relaxed,77368.37697827083,77358,77404,0.7698844842501654,-0.0037992855325428287,77368.34378180339,77358,77404,0.7697944229594952,-0.003889014858538653,207,144,958,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":3,""sum_max"":33,""sum_min"":12}",moderate,84952.93033433413,84946,84992,0.8466744694926467,-0.002854833850694627,84953.00061062488,84946,84992,0.8455119071850193,-0.004018098921229396,432,315,60,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":35,""sum_min"":10}",relaxed,77403.22970841179,77403,77404,0.7702915882143402,-0.0037407088697777313,77403.22979849379,77403,77404,0.7699979645837574,-0.004034333401180534,207,144,958,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":35,""sum_min"":10}",allow_all,78687.76418502875,78678,78724,0.7833189150679355,-0.0035587267823520286,78687.74353755343,78678,78724,0.7828210869122736,-0.0040563484632606395,207,0,958,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":3,""sum_max"":33,""sum_min"":12}",moderate,84264.66123861381,84171,84702,0.8408223500076332,-0.0018242623785049705,84265.38815387747,84172,84702,0.8385914919601059,-0.00406238957866889,432,315,60,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":2,""sum_max"":35,""sum_min"":10}",moderate,89762.6964531067,89758,89800,0.8962902651264567,-0.001336699404610342,89762.74068797068,89758,89800,0.8935477305108894,-0.004079676368817453,207,315,1,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":2,""sum_max"":33,""sum_min"":12}",moderate,85432.7114650654,85426,85472,0.851508829067223,-0.0028182855834308906,85432.77956442093,85426,85472,0.8501933645430491,-0.004134431101160185,432,315,1,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":35,""sum_min"":10}",moderate,89035.41987685105,88973,89382,0.8900310416772683,-0.0003231570912421988,89035.85243232241,88973,89382,0.8862202320374517,-0.004138292285772449,207,315,1,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":33,""sum_min"":12}",moderate,84740.58073380489,84643,85174,0.8456567095822095,-0.0017490977558394238,84741.33421534704,84644,85174,0.8432729493181356,-0.00414039283533485,432,315,1,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":3,""sum_max"":33,""sum_min"":12}",moderate,84991.15281665054,84991,84992,0.8471324614523434,-0.0027790667141620595,84991.15428455119,84991,84992,0.8457154488092815,-0.004196094036230336,432,315,60,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":35,""sum_min"":10}",allow_all,78723.21622309297,78723,78724,0.7837769070276321,-0.0034552552032975914,78723.21677182984,78723,78724,0.7830246285365358,-0.004207539181762643,207,0,958,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":35,""sum_min"":10}",moderate,89803.10320085492,89803,89804,0.8967482570861534,-0.001282774922395924,89803.10604518624,89803,89804,0.8937512721351516,-0.004279788316710831,207,315,1,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":33,""sum_min"":12}",moderate,85471.14798229098,85471,85472,0.8519668210269198,-0.0027446587959899515,85471.14960309383,85471,85472,0.8503969061673112,-0.004314589863627094,432,315,1,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":35,""sum_min"":10}",relaxed,76741.5512696555,76639,77404,0.7646430207114142,-0.002772491985140735,76740.90820272746,76640,77404,0.7630775493588439,-0.004331532668430671,207,144,958,18,42,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":35,""sum_min"":10}",allow_all,78050.1228436212,77959,78724,0.7777212355605313,-0.002779992875680648,78049.7180948504,77959,78724,0.7759006716873601,-0.004596509261143855,207,0,958,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":2,""sum_max"":29,""sum_min"":16}",moderate,66967.2467050023,66952,66998,0.6671925092870592,-0.002479957762963725,66967.39649908406,66952,66998,0.6643598615916955,-0.005314103399145176,1407,315,1,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":32,""sum_min"":13}",moderate,81663.19515546283,81539,82128,0.8140552643631367,-0.0025766871914916223,81664.09810706289,81540,82116,0.8113169143089762,-0.005324066761652646,605,315,1,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":29,""sum_min"":16}",moderate,66997.33245127475,66997,66998,0.6674978372601903,-0.002475487252557196,66997.33564013841,66997,66998,0.6645634032159576,-0.005409953185426475,1407,315,1,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":3,""sum_max"":32,""sum_min"":13}",moderate,81226.92717927841,81113,81696,0.8097806727393008,-0.002488599053483309,81227.79544066761,81115,81684,0.8068389985752086,-0.0054389558314675845,605,315,60,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":2,""sum_max"":32,""sum_min"":13}",moderate,82330.159126762,82322,82368,0.8197038318660628,-0.0035977594015571546,82330.24201099125,82322,82368,0.8178302462853654,-0.005472173824547122,605,315,1,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":33,""sum_min"":12}",relaxed,74517.70591827387,74506,74552,0.7408783268027073,-0.0042987323800314226,74517.69835131285,74506,74552,0.7396702625686953,-0.005506720944433274,432,144,958,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":3,""sum_max"":32,""sum_min"":13}",moderate,81890.35916747239,81882,81928,0.8154292402422268,-0.0034743514324969693,81890.44494199063,81882,81928,0.8133523305515978,-0.00555211886830842,605,315,60,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":32,""sum_min"":13}",moderate,82367.17983817618,82367,82368,0.8201109358302376,-0.003560862551524102,82367.18196621208,82367,82368,0.8180337879096276,-0.005638031752493333,605,315,1,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":33,""sum_min"":12}",relaxed,74551.25871456924,74551,74552,0.7412854307668821,-0.004227156378810215,74551.2601261958,74551,74552,0.7398738041929575,-0.005638797069000612,432,144,958,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":33,""sum_min"":12}",allow_all,75837.09312503181,75826,75872,0.7543127576204773,-0.004058173629840733,75837.09810706289,75826,75872,0.7526969265214737,-0.005674054549155261,432,0,958,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":3,""sum_max"":29,""sum_min"":16}",moderate,66657.38695231795,66642,66688,0.664444557528879,-0.0021293119943004424,66657.54345613677,66642,66688,0.6608996539792388,-0.00567578058212892,1407,315,60,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":2,""sum_max"":31,""sum_min"":14}",moderate,78078.12635489288,78068,78114,0.7786881074754466,-0.0020931560734822607,78078.23346224304,78068,78114,0.7750865051903114,-0.005695829432118993,822,315,1,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":3,""sum_max"":32,""sum_min"":13}",moderate,81927.1841127678,81927,81928,0.8158363442064017,-0.0034354969212763153,81927.18644412783,81927,81928,0.81355587217586,-0.0057159922654183015,605,315,60,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":3,""sum_max"":29,""sum_min"":16}",moderate,66687.33519922651,66687,66688,0.6647498855020101,-0.002123466490254966,66687.33910034603,66687,66688,0.661103195603501,-0.005770195399959377,1407,315,60,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":33,""sum_min"":12}",relaxed,73914.01669126253,73797,74552,0.7358404152460435,-0.003299751666581807,73913.65397923875,73798,74552,0.7333604722165683,-0.005776067575819166,432,144,958,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":29,""sum_min"":16}",moderate,66424.95313215612,66258,66918,0.6628161416721795,-0.0014333896493816667,66426.30164868715,66259,66906,0.6584571544880928,-0.005805861998778639,1407,315,1,18,42,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":33,""sum_min"":12}",allow_all,75871.24522925042,75871,75872,0.754770749580174,-0.003941702712330186,75871.24709953186,75871,75872,0.7529004681457359,-0.00581200284958272,432,0,958,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":30,""sum_min"":15}",allow_all,65817.73411022339,65802,65848,0.6553864943259885,-0.0027908467762454148,65817.79116629351,65802,65848,0.6523509057602279,-0.0058270059027071275,1091,0,958,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":30,""sum_min"":15}",relaxed,64678.26390514478,64662,64708,0.6439875833290927,-0.0027950557223550554,64678.31202930999,64662,64708,0.6409525748015469,-0.005830545491553041,1091,144,958,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":31,""sum_min"":14}",moderate,78113.22090478856,78113,78114,0.7789934354485777,-0.0021387735993079193,78113.2249134948,78113,78114,0.7752900468145736,-0.005842202320374468,822,315,1,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":31,""sum_min"":14}",moderate,77445.67635234848,77296,77940,0.773548419927739,-0.0009083435957457642,77446.796865459,77297,77934,0.7685731732139223,-0.005894795440667622,822,315,1,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":30,""sum_min"":15}",relaxed,64707.3557070887,64707,64708,0.644242023306702,-0.0028315337641849903,64707.3590474252,64707,64708,0.641156116425809,-0.0059174740484428945,1091,144,958,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":30,""sum_min"":15}",allow_all,65847.3442572897,65847,65848,0.6556918222991196,-0.0027816202737774853,65847.34764909424,65847,65848,0.6525544473844901,-0.005919029106452367,1091,0,958,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":33,""sum_min"":12}",allow_all,75222.58826522823,75117,75872,0.7489186300951606,-0.0033072525571217204,75222.46387136169,75117,75872,0.7461835945450844,-0.006041044168532461,432,0,958,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":3,""sum_max"":31,""sum_min"":14}",moderate,77668.31229962852,77658,77704,0.7747697318202637,-0.0019133911760216282,77668.42295949522,77658,77704,0.7706085894565439,-0.006075640138408334,822,315,60,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":30,""sum_min"":15}",relaxed,64154.4158566994,64021,64708,0.6397638797007786,-0.0017802788662153457,64154.69020964787,64022,64708,0.6354569509464686,-0.006089951150010098,1091,144,958,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":37,""sum_min"":8}",moderate,77352.3737723271,77342,77388,0.7713602361202992,-0.00216350160297174,77352.3657642988,77342,77388,0.7673519234683492,-0.006171734174638677,79,315,958,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":3,""sum_max"":29,""sum_min"":16}",moderate,66117.57462724543,65968,66612,0.6600681899139993,-0.001107556358454942,66118.88479544067,65970,66600,0.654996946875636,-0.006191901078770656,1407,315,60,18,42,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":30,""sum_min"":15}",allow_all,65284.56816447,65161,65848,0.6508065747290214,-0.0020391069156786568,65284.998168125385,65161,65848,0.6466517402808875,-0.0061982414003664,1091,0,958,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":3,""sum_max"":31,""sum_min"":14}",moderate,77703.22482316422,77703,77704,0.7750750597933947,-0.001957188438247437,77703.22939141054,77703,77704,0.770812131080806,-0.006220162833299403,822,315,60,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":3,""sum_max"":31,""sum_min"":14}",moderate,77039.14828761895,76905,77538,0.7696300442725561,-0.0007614386036334242,77040.22878078568,76907,77532,0.7640952574801547,-0.006307030327702079,822,315,60,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":37,""sum_min"":8}",moderate,77387.22823265991,77387,77388,0.7717673400844741,-0.0021049422421249853,77387.23224099328,77387,77388,0.7675554650926114,-0.006316857317321456,79,315,958,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":37,""sum_min"":8}",moderate,76725.49152714874,76638,77388,0.7660169965905043,-0.0012379186809831078,76725.2163647466,76638,77388,0.7608385914919601,-0.0064135721555058645,79,315,958,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":29,""sum_min"":16}",moderate,58401.150374026765,58383,58428,0.5815480128237749,-0.002463490916492783,58401.24445349074,58383,58428,0.5774475880317524,-0.00656485650315497,1407,315,958,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":29,""sum_min"":16}",moderate,58427.418146659205,58427,58428,0.5818024528013842,-0.0024717286652078396,58427.42255241197,58427,58428,0.5776511296560146,-0.006623095868105056,1407,315,958,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":31,""sum_min"":14}",allow_all,69991.80387766525,69978,70024,0.6976235306091293,-0.0022945081675231904,69991.85345003052,69978,70024,0.6932627722369225,-0.006655762263382825,822,0,958,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":30,""sum_min"":15}",moderate,72601.57676454124,72438,73102,0.723576408325276,-0.0024393593201363917,72602.80643191532,72439,73084,0.7193161001424792,-0.006711964176674079,1091,315,1,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":2,""sum_max"":30,""sum_min"":15}",moderate,73194.37763981477,73182,73228,0.7285125438908961,-0.003431232507251636,73194.50010177081,73182,73228,0.7252188072460818,-0.00672619377162631,1091,315,1,18,2,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":31,""sum_min"":14}",allow_all,70023.30202025342,70023,70024,0.6979288585822604,-0.0023041616202738036,70023.30673722776,70023,70024,0.6934663138611846,-0.0067667535110929045,822,0,958,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":30,""sum_min"":15}",moderate,73227.27108035215,73227,73228,0.7288178718640272,-0.003454838939494276,73227.27478119275,73227,73228,0.725422348870344,-0.006850398941583569,1091,315,1,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":31,""sum_min"":14}",relaxed,68732.38908961376,68718,68764,0.684647091751056,-0.0026767991450815654,68732.42418074496,68718,68764,0.6802361082841442,-0.0070881335233053955,822,144,958,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":29,""sum_min"":16}",moderate,57928.08554272047,57794,58428,0.5778331891506794,-0.0014476662765253723,57928.844697740686,57794,58428,0.5721555058009363,-0.007132941176470564,1407,315,958,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":35,""sum_min"":10}",moderate,76048.97475955421,76038,76084,0.757264261360745,-0.003225486234797126,76048.97883167108,76038,76084,0.7533075513942601,-0.00718223692245068,207,315,958,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":31,""sum_min"":14}",relaxed,68763.31504758027,68763,68764,0.6849015317286652,-0.0027316187471374542,68763.31976389172,68763,68764,0.6804396499084062,-0.007193547730510952,822,144,958,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":3,""sum_max"":30,""sum_min"":15}",moderate,72834.54032873645,72822,72868,0.7252557121774973,-0.003089691109867121,72834.66822715245,72822,72868,0.7211479747608386,-0.007198707510685853,1091,315,60,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":3,""sum_max"":30,""sum_min"":15}",moderate,72244.6273980968,72099,72746,0.7203195766118773,-0.0021266973690906577,72245.80419295745,72101,72728,0.715245267657236,-0.0072127742723385735,1091,315,60,18,42,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":31,""sum_min"":14}",allow_all,69424.76118263701,69306,70024,0.692789171034553,-0.0014584407918171172,69425.02035416242,69306,70024,0.6869529818847955,-0.0072972216568287784,822,0,958,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":3,""sum_max"":30,""sum_min"":15}",moderate,72867.27433718386,72867,72868,0.7255610401506285,-0.003111703221210127,72867.27885202524,72867,72868,0.7213515163851008,-0.007321272135151657,1091,315,60,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":35,""sum_min"":10}",moderate,76083.24232863467,76083,76084,0.7576713653249199,-0.0031610579614268497,76083.24628536536,76083,76084,0.7535110930185223,-0.0073213698351313194,207,315,958,18,1,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":28,""sum_min"":17}",balanced_only,35867.49636150832,35851,35884,0.3591165843977406,0.0004416207826574148,35867.64909423977,35851,35884,0.35131284347649094,-0.007363647465906786,1817,1848,958,18,2,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":32,""sum_min"":13}",allow_all,73334.2590198972,73322,73368,0.7301409597475955,-0.003201630451376558,73334.28719723184,73322,73368,0.7258294321188683,-0.007513439853450099,605,0,958,18,2,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":28,""sum_min"":17}",balanced_only,35883.64067986362,35883,35884,0.359320136379828,0.0004837295811918052,35883.64868715652,35883,35884,0.35131284347649094,-0.007523643395074275,1817,1848,958,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":35,""sum_min"":10}",moderate,75432.69538445881,75335,76084,0.7521245738130375,-0.0022023800315505992,75432.53327905557,75335,76084,0.7467942194178709,-0.00753111337268475,207,315,958,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":31,""sum_min"":14}",relaxed,68175.66419011755,68046,68764,0.6801689481451325,-0.0015876937560429516,68175.69651943822,68047,68764,0.6741298595562792,-0.007627105638102982,822,144,958,18,42,4913,19651
